,filename,xmin,ymin,xmax,ymax,wbc_type
59,_10_6876.jpeg,62.0,100.0,176.0,207.0,eosinophil
60,_10_7316.jpeg,199.0,0.0,286.0,84.0,eosinophil
61,_10_7918.jpeg,45.0,8.0,190.0,137.0,eosinophil
62,_10_8348.jpeg,49.0,61.0,152.0,164.0,eosinophil
63,_10_8350.jpeg,150.0,91.0,261.0,197.0,eosinophil
64,_10_8793.jpeg,89.0,0.0,179.0,71.0,eosinophil
65,_10_9414.jpeg,18.0,108.0,159.0,240.0,eosinophil
66,_10_9573.jpeg,77.0,67.0,191.0,154.0,eosinophil
67,_11_1156.jpeg,62.0,28.0,146.0,114.0,eosinophil
68,_11_12.jpeg,203.0,19.0,320.0,162.0,eosinophil
69,_11_1255.jpeg,136.0,96.0,273.0,232.0,eosinophil
70,_11_1293.jpeg,57.0,117.0,152.0,214.0,eosinophil
71,_11_2298.jpeg,9.0,0.0,150.0,114.0,eosinophil
72,_11_2438.jpeg,46.0,120.0,160.0,223.0,eosinophil
73,_11_2454.jpeg,61.0,116.0,193.0,235.0,eosinophil
74,_11_2554.jpeg,187.0,173.0,268.0,240.0,eosinophil
75,_11_2648.jpeg,65.0,0.0,193.0,76.0,eosinophil
76,_11_3744.jpeg,209.0,132.0,320.0,240.0,eosinophil
77,_11_4100.jpeg,245.0,37.0,320.0,134.0,eosinophil
78,_11_4596.jpeg,124.0,52.0,290.0,201.0,eosinophil
79,_11_4728.jpeg,66.0,104.0,203.0,220.0,eosinophil
80,_11_4749.jpeg,86.0,129.0,241.0,240.0,eosinophil
81,_11_5174.jpeg,62.0,183.0,166.0,240.0,eosinophil
82,_11_5440.jpeg,101.0,75.0,210.0,185.0,eosinophil
83,_11_5710.jpeg,99.0,11.0,235.0,137.0,eosinophil
84,_11_6214.jpeg,117.0,158.0,248.0,240.0,eosinophil
85,_11_7013.jpeg,143.0,49.0,223.0,130.0,eosinophil
86,_11_7178.jpeg,113.0,87.0,223.0,194.0,eosinophil
87,_11_7204.jpeg,74.0,137.0,167.0,211.0,eosinophil
88,_11_7293.jpeg,158.0,184.0,256.0,240.0,eosinophil
89,_11_7322.jpeg,278.0,123.0,320.0,182.0,eosinophil
90,_11_7347.jpeg,76.0,126.0,203.0,240.0,eosinophil
91,_11_7615.jpeg,83.0,144.0,185.0,222.0,eosinophil
92,_11_8020.jpeg,142.0,161.0,243.0,240.0,eosinophil
93,_11_8228.jpeg,180.0,155.0,296.0,240.0,eosinophil
94,_11_843.jpeg,143.0,183.0,241.0,240.0,eosinophil
95,_11_8723.jpeg,172.0,32.0,274.0,142.0,eosinophil
96,_11_8816.jpeg,13.0,81.0,165.0,217.0,eosinophil
97,_11_9156.jpeg,207.0,83.0,320.0,213.0,eosinophil
98,_11_9187.jpeg,18.0,100.0,146.0,240.0,eosinophil
99,_11_9295.jpeg,119.0,61.0,204.0,149.0,eosinophil
100,_11_9344.jpeg,226.0,58.0,320.0,164.0,eosinophil
101,_12_1311.jpeg,150.0,144.0,269.0,240.0,eosinophil
102,_12_1467.jpeg,73.0,78.0,198.0,178.0,eosinophil
103,_12_1890.jpeg,188.0,18.0,320.0,160.0,eosinophil
104,_12_1905.jpeg,33.0,90.0,121.0,180.0,eosinophil
105,_12_2095.jpeg,185.0,149.0,284.0,233.0,eosinophil
106,_12_2112.jpeg,73.0,0.0,208.0,113.0,eosinophil
107,_12_252.jpeg,45.0,53.0,190.0,184.0,eosinophil
108,_12_3171.jpeg,95.0,0.0,234.0,110.0,eosinophil
109,_12_3436.jpeg,85.0,0.0,185.0,83.0,eosinophil
110,_12_4090.jpeg,50.0,90.0,175.0,208.0,eosinophil
111,_12_4560.jpeg,115.0,90.0,202.0,169.0,eosinophil
112,_12_4847.jpeg,203.0,8.0,320.0,143.0,eosinophil
113,_12_4895.jpeg,31.0,13.0,153.0,163.0,eosinophil
114,_12_5122.jpeg,96.0,44.0,175.0,129.0,eosinophil
115,_12_5355.jpeg,27.0,149.0,111.0,240.0,eosinophil
116,_12_5590.jpeg,158.0,110.0,276.0,199.0,eosinophil
117,_12_5863.jpeg,27.0,98.0,114.0,175.0,eosinophil
118,_12_6303.jpeg,118.0,99.0,194.0,181.0,eosinophil
119,_12_6733.jpeg,140.0,100.0,226.0,189.0,eosinophil
120,_12_674.jpeg,60.0,172.0,151.0,240.0,eosinophil
121,_12_6957.jpeg,66.0,0.0,210.0,117.0,eosinophil
122,_12_7341.jpeg,103.0,180.0,202.0,240.0,eosinophil
123,_12_7642.jpeg,95.0,0.0,187.0,74.0,eosinophil
124,_12_8045.jpeg,80.0,25.0,194.0,130.0,eosinophil
125,_12_8122.jpeg,82.0,125.0,202.0,224.0,eosinophil
126,_12_8126.jpeg,160.0,70.0,245.0,156.0,eosinophil
127,_12_8175.jpeg,193.0,0.0,307.0,68.0,eosinophil
128,_12_8284.jpeg,78.0,9.0,225.0,137.0,eosinophil
129,_12_8703.jpeg,75.0,129.0,181.0,240.0,eosinophil
130,_12_9197.jpeg,137.0,43.0,223.0,119.0,eosinophil
131,_12_9389.jpeg,82.0,110.0,175.0,187.0,eosinophil
132,_12_9719.jpeg,157.0,65.0,279.0,207.0,eosinophil
133,_12_9783.jpeg,146.0,0.0,267.0,85.0,eosinophil
134,_12_985.jpeg,25.0,38.0,152.0,169.0,eosinophil
135,_13_156.jpeg,39.0,80.0,122.0,173.0,eosinophil
136,_13_1593.jpeg,175.0,42.0,271.0,144.0,eosinophil
137,_13_1881.jpeg,51.0,127.0,175.0,240.0,eosinophil
138,_13_2119.jpeg,47.0,125.0,162.0,224.0,eosinophil
139,_13_213.jpeg,180.0,134.0,320.0,240.0,eosinophil
140,_13_2228.jpeg,14.0,93.0,158.0,237.0,eosinophil
141,_13_2662.jpeg,164.0,0.0,267.0,44.0,eosinophil
142,_13_2672.jpeg,108.0,133.0,205.0,223.0,eosinophil
143,_13_2691.jpeg,7.0,55.0,160.0,190.0,eosinophil
144,_13_33.jpeg,92.0,102.0,226.0,231.0,eosinophil
145,_13_3918.jpeg,63.0,20.0,193.0,155.0,eosinophil
146,_13_4089.jpeg,101.0,81.0,252.0,216.0,eosinophil
147,_13_4130.jpeg,195.0,147.0,320.0,240.0,eosinophil
148,_13_4827.jpeg,75.0,106.0,178.0,188.0,eosinophil
149,_13_5101.jpeg,66.0,83.0,219.0,214.0,eosinophil
150,_13_541.jpeg,119.0,115.0,233.0,223.0,eosinophil
151,_13_5503.jpeg,146.0,37.0,222.0,120.0,eosinophil
152,_13_5603.jpeg,51.0,138.0,135.0,230.0,eosinophil
153,_13_6386.jpeg,112.0,98.0,224.0,201.0,eosinophil
154,_13_6624.jpeg,75.0,1.0,256.0,152.0,eosinophil
155,_13_6628.jpeg,87.0,39.0,241.0,168.0,eosinophil
156,_13_7074.jpeg,89.0,52.0,191.0,140.0,eosinophil
157,_13_7497.jpeg,150.0,138.0,230.0,209.0,eosinophil
158,_13_7573.jpeg,27.0,0.0,113.0,69.0,eosinophil
159,_13_7706.jpeg,108.0,98.0,227.0,187.0,eosinophil
160,_13_7756.jpeg,111.0,181.0,190.0,240.0,eosinophil
161,_13_7982.jpeg,86.0,0.0,193.0,79.0,eosinophil
162,_13_8752.jpeg,67.0,1.0,162.0,86.0,eosinophil
163,_13_876.jpeg,52.0,123.0,140.0,212.0,eosinophil
164,_13_880.jpeg,201.0,9.0,298.0,113.0,eosinophil
165,_13_9072.jpeg,51.0,32.0,138.0,126.0,eosinophil
166,_13_923.jpeg,105.0,86.0,259.0,211.0,eosinophil
167,_13_9527.jpeg,147.0,64.0,243.0,138.0,eosinophil
168,_13_9536.jpeg,118.0,40.0,217.0,141.0,eosinophil
169,_14_1011.jpeg,117.0,0.0,190.0,43.0,eosinophil
170,_14_1284.jpeg,162.0,48.0,317.0,192.0,eosinophil
171,_14_1611.jpeg,73.0,112.0,206.0,234.0,eosinophil
172,_14_2690.jpeg,52.0,48.0,127.0,125.0,eosinophil
173,_14_3022.jpeg,122.0,120.0,246.0,233.0,eosinophil
174,_14_3441.jpeg,151.0,67.0,261.0,179.0,eosinophil
175,_14_3460.jpeg,65.0,113.0,152.0,207.0,eosinophil
176,_14_3816.jpeg,126.0,142.0,203.0,216.0,eosinophil
177,_14_4068.jpeg,81.0,87.0,231.0,210.0,eosinophil
178,_14_4362.jpeg,216.0,0.0,317.0,84.0,eosinophil
179,_14_4390.jpeg,148.0,120.0,240.0,199.0,eosinophil
180,_14_4645.jpeg,42.0,20.0,177.0,137.0,eosinophil
181,_14_4937.jpeg,12.0,22.0,157.0,162.0,eosinophil
182,_14_6035.jpeg,55.0,0.0,221.0,118.0,eosinophil
183,_14_6795.jpeg,33.0,142.0,149.0,240.0,eosinophil
184,_14_6871.jpeg,198.0,19.0,320.0,157.0,eosinophil
185,_14_7233.jpeg,0.0,117.0,91.0,213.0,eosinophil
186,_14_7335.jpeg,102.0,90.0,226.0,187.0,eosinophil
187,_14_7452.jpeg,80.0,136.0,172.0,207.0,eosinophil
188,_14_769.jpeg,102.0,112.0,208.0,208.0,eosinophil
189,_14_7808.jpeg,85.0,132.0,198.0,240.0,eosinophil
190,_14_7867.jpeg,56.0,125.0,198.0,240.0,eosinophil
191,_14_8041.jpeg,186.0,158.0,288.0,237.0,eosinophil
192,_14_8370.jpeg,113.0,37.0,212.0,117.0,eosinophil
193,_14_8421.jpeg,182.0,49.0,279.0,150.0,eosinophil
194,_14_8504.jpeg,115.0,9.0,256.0,140.0,eosinophil
195,_14_8636.jpeg,73.0,0.0,195.0,85.0,eosinophil
196,_14_8819.jpeg,4.0,22.0,99.0,109.0,eosinophil
197,_14_9011.jpeg,228.0,32.0,319.0,127.0,eosinophil
198,_14_9253.jpeg,162.0,0.0,247.0,69.0,eosinophil
199,_14_9466.jpeg,136.0,164.0,272.0,240.0,eosinophil
200,_14_9704.jpeg,83.0,0.0,226.0,102.0,eosinophil
201,_14_9751.jpeg,88.0,58.0,197.0,167.0,eosinophil
202,_14_9949.jpeg,59.0,42.0,165.0,147.0,eosinophil
203,_15_1233.jpeg,70.0,44.0,189.0,158.0,eosinophil
204,_15_1292.jpeg,38.0,109.0,197.0,240.0,eosinophil
205,_15_1322.jpeg,105.0,132.0,209.0,214.0,eosinophil
206,_15_1515.jpeg,132.0,106.0,282.0,226.0,eosinophil
207,_15_167.jpeg,108.0,0.0,214.0,72.0,eosinophil
208,_15_1687.jpeg,65.0,70.0,217.0,184.0,eosinophil
209,_15_1861.jpeg,80.0,97.0,173.0,173.0,eosinophil
210,_15_1991.jpeg,195.0,115.0,273.0,196.0,eosinophil
211,_15_2581.jpeg,5.0,129.0,151.0,240.0,eosinophil
212,_15_2683.jpeg,70.0,85.0,149.0,170.0,eosinophil
213,_15_2684.jpeg,6.0,0.0,110.0,81.0,eosinophil
214,_15_3038.jpeg,16.0,112.0,111.0,211.0,eosinophil
215,_15_3152.jpeg,137.0,107.0,277.0,240.0,eosinophil
216,_15_340.jpeg,74.0,155.0,177.0,240.0,eosinophil
217,_15_343.jpeg,95.0,161.0,196.0,240.0,eosinophil
218,_15_3771.jpeg,127.0,1.0,227.0,109.0,eosinophil
219,_15_4137.jpeg,101.0,147.0,204.0,240.0,eosinophil
220,_15_4194.jpeg,212.0,0.0,314.0,81.0,eosinophil
221,_15_447.jpeg,0.0,88.0,74.0,158.0,eosinophil
222,_15_4626.jpeg,81.0,51.0,172.0,123.0,eosinophil
223,_15_4934.jpeg,58.0,145.0,148.0,223.0,eosinophil
224,_15_5922.jpeg,0.0,99.0,77.0,177.0,eosinophil
225,_15_6038.jpeg,93.0,91.0,207.0,201.0,eosinophil
226,_15_6361.jpeg,158.0,158.0,248.0,240.0,eosinophil
227,_15_685.jpeg,49.0,115.0,139.0,203.0,eosinophil
228,_15_6946.jpeg,126.0,113.0,280.0,240.0,eosinophil
229,_15_7041.jpeg,125.0,97.0,254.0,204.0,eosinophil
230,_15_7437.jpeg,176.0,14.0,261.0,98.0,eosinophil
231,_15_7933.jpeg,44.0,13.0,187.0,143.0,eosinophil
232,_15_8215.jpeg,,,,,eosinophil
233,_15_8762.jpeg,76.0,123.0,200.0,213.0,eosinophil
234,_15_8988.jpeg,49.0,71.0,131.0,149.0,eosinophil
235,_15_9107.jpeg,147.0,54.0,269.0,145.0,eosinophil
236,_15_9804.jpeg,139.0,0.0,285.0,108.0,eosinophil
237,_16_2043.jpeg,86.0,97.0,216.0,227.0,eosinophil
238,_16_2752.jpeg,116.0,162.0,218.0,240.0,eosinophil
239,_16_2795.jpeg,109.0,47.0,219.0,156.0,eosinophil
240,_16_2865.jpeg,175.0,144.0,275.0,240.0,eosinophil
241,_16_2896.jpeg,246.0,61.0,320.0,147.0,eosinophil
242,_16_307.jpeg,128.0,25.0,279.0,172.0,eosinophil
243,_16_3500.jpeg,166.0,86.0,303.0,213.0,eosinophil
244,_16_4301.jpeg,37.0,100.0,154.0,204.0,eosinophil
245,_16_4343.jpeg,147.0,187.0,240.0,240.0,eosinophil
246,_16_4564.jpeg,32.0,0.0,171.0,128.0,eosinophil
247,_16_4776.jpeg,187.0,145.0,274.0,225.0,eosinophil
248,_16_4935.jpeg,76.0,96.0,210.0,223.0,eosinophil
249,_16_5324.jpeg,96.0,40.0,207.0,154.0,eosinophil
250,_16_5602.jpeg,0.0,36.0,75.0,153.0,eosinophil
251,_16_5751.jpeg,129.0,38.0,205.0,119.0,eosinophil
252,_16_6113.jpeg,32.0,93.0,120.0,178.0,eosinophil
253,_16_6179.jpeg,134.0,54.0,282.0,181.0,eosinophil
254,_16_6374.jpeg,171.0,43.0,306.0,186.0,eosinophil
255,_16_6381.jpeg,89.0,9.0,231.0,130.0,eosinophil
256,_16_6740.jpeg,92.0,143.0,171.0,214.0,eosinophil
257,_16_6984.jpeg,12.0,0.0,115.0,52.0,eosinophil
258,_16_7166.jpeg,173.0,44.0,248.0,130.0,eosinophil
259,_16_7296.jpeg,174.0,124.0,275.0,223.0,eosinophil
260,_16_7521.jpeg,166.0,116.0,249.0,193.0,eosinophil
261,_16_7919.jpeg,128.0,118.0,252.0,218.0,eosinophil
262,_16_794.jpeg,64.0,0.0,147.0,72.0,eosinophil
263,_16_7977.jpeg,150.0,115.0,228.0,193.0,eosinophil
264,_16_8152.jpeg,139.0,152.0,282.0,240.0,eosinophil
265,_16_8741.jpeg,144.0,82.0,261.0,193.0,eosinophil
266,_16_9301.jpeg,66.0,149.0,216.0,240.0,eosinophil
267,_16_9350.jpeg,51.0,0.0,231.0,150.0,eosinophil
268,_16_9546.jpeg,117.0,110.0,245.0,198.0,eosinophil
269,_16_993.jpeg,122.0,99.0,255.0,228.0,eosinophil
270,_16_9948.jpeg,133.0,129.0,253.0,219.0,eosinophil
271,_17_1387.jpeg,199.0,144.0,289.0,216.0,eosinophil
272,_17_1761.jpeg,214.0,0.0,319.0,72.0,eosinophil
273,_17_1862.jpeg,23.0,0.0,131.0,75.0,eosinophil
274,_17_2105.jpeg,149.0,15.0,232.0,93.0,eosinophil
275,_17_2147.jpeg,67.0,24.0,197.0,133.0,eosinophil
276,_17_2259.jpeg,105.0,167.0,203.0,240.0,eosinophil
277,_17_2282.jpeg,87.0,136.0,177.0,217.0,eosinophil
278,_17_29.jpeg,37.0,125.0,116.0,199.0,eosinophil
279,_17_3245.jpeg,18.0,42.0,162.0,155.0,eosinophil
280,_17_3449.jpeg,12.0,73.0,156.0,203.0,eosinophil
281,_17_3575.jpeg,125.0,61.0,209.0,145.0,eosinophil
282,_17_3911.jpeg,139.0,14.0,281.0,129.0,eosinophil
283,_17_4009.jpeg,98.0,22.0,238.0,151.0,eosinophil
284,_17_4026.jpeg,142.0,13.0,285.0,135.0,eosinophil
285,_17_4087.jpeg,113.0,124.0,265.0,240.0,eosinophil
286,_17_4263.jpeg,54.0,9.0,206.0,139.0,eosinophil
287,_17_4576.jpeg,61.0,146.0,203.0,240.0,eosinophil
288,_17_4864.jpeg,127.0,0.0,221.0,99.0,eosinophil
289,_17_5233.jpeg,219.0,1.0,320.0,155.0,eosinophil
290,_17_5275.jpeg,52.0,46.0,131.0,126.0,eosinophil
291,_17_6786.jpeg,159.0,117.0,257.0,215.0,eosinophil
292,_17_7407.jpeg,102.0,0.0,181.0,45.0,eosinophil
293,_17_8094.jpeg,156.0,0.0,272.0,84.0,eosinophil
294,_17_8380.jpeg,112.0,82.0,255.0,216.0,eosinophil
295,_17_8420.jpeg,0.0,58.0,94.0,130.0,eosinophil
296,_17_8653.jpeg,92.0,49.0,196.0,139.0,eosinophil
297,_17_8909.jpeg,133.0,105.0,251.0,196.0,eosinophil
298,_17_8927.jpeg,185.0,0.0,320.0,111.0,eosinophil
299,_17_9287.jpeg,208.0,110.0,316.0,217.0,eosinophil
300,_17_9411.jpeg,165.0,83.0,295.0,212.0,eosinophil
301,_17_948.jpeg,123.0,3.0,208.0,81.0,eosinophil
302,_17_9579.jpeg,162.0,44.0,294.0,189.0,eosinophil
303,_17_970.jpeg,124.0,93.0,207.0,175.0,eosinophil
304,_18_1108.jpeg,137.0,0.0,288.0,116.0,eosinophil
305,_18_1259.jpeg,92.0,9.0,191.0,93.0,eosinophil
306,_18_1743.jpeg,169.0,51.0,307.0,181.0,eosinophil
307,_18_2243.jpeg,70.0,0.0,170.0,70.0,eosinophil
308,_18_2728.jpeg,,,,,eosinophil
309,_18_3132.jpeg,24.0,105.0,120.0,193.0,eosinophil
310,_18_3181.jpeg,67.0,55.0,145.0,134.0,eosinophil
311,_18_3322.jpeg,83.0,86.0,197.0,202.0,eosinophil
312,_18_3386.jpeg,196.0,139.0,281.0,217.0,eosinophil
313,_18_3553.jpeg,67.0,107.0,218.0,240.0,eosinophil
314,_18_3554.jpeg,148.0,129.0,275.0,240.0,eosinophil
315,_18_3663.jpeg,126.0,157.0,229.0,235.0,eosinophil
316,_18_3736.jpeg,91.0,32.0,174.0,117.0,eosinophil
317,_18_3809.jpeg,81.0,0.0,234.0,116.0,eosinophil
318,_18_3923.jpeg,72.0,24.0,183.0,135.0,eosinophil
319,_18_4053.jpeg,48.0,38.0,184.0,153.0,eosinophil
320,_18_5516.jpeg,115.0,4.0,209.0,98.0,eosinophil
321,_18_5527.jpeg,128.0,99.0,208.0,178.0,eosinophil
322,_18_5542.jpeg,52.0,57.0,135.0,141.0,eosinophil
323,_18_6104.jpeg,12.0,7.0,156.0,131.0,eosinophil
324,_18_649.jpeg,77.0,0.0,203.0,95.0,eosinophil
325,_18_7.jpeg,40.0,0.0,142.0,54.0,eosinophil
326,_18_7316.jpeg,31.0,117.0,156.0,237.0,eosinophil
327,_18_7704.jpeg,189.0,90.0,320.0,236.0,eosinophil
328,_18_8056.jpeg,97.0,22.0,235.0,155.0,eosinophil
329,_18_8114.jpeg,246.0,88.0,320.0,171.0,eosinophil
330,_18_8116.jpeg,88.0,62.0,173.0,148.0,eosinophil
331,_18_8551.jpeg,13.0,36.0,115.0,148.0,eosinophil
332,_18_8926.jpeg,22.0,0.0,90.0,40.0,eosinophil
333,_18_9461.jpeg,217.0,131.0,313.0,228.0,eosinophil
334,_18_9690.jpeg,51.0,85.0,150.0,187.0,eosinophil
335,_18_9748.jpeg,35.0,38.0,190.0,165.0,eosinophil
336,_18_9906.jpeg,97.0,126.0,218.0,240.0,eosinophil
337,_18_9995.jpeg,1.0,53.0,139.0,195.0,eosinophil
338,_19_1063.jpeg,100.0,136.0,190.0,209.0,eosinophil
339,_19_1143.jpeg,223.0,117.0,320.0,240.0,eosinophil
340,_19_1722.jpeg,86.0,41.0,173.0,122.0,eosinophil
341,_19_1848.jpeg,185.0,42.0,268.0,130.0,eosinophil
342,_19_2048.jpeg,83.0,0.0,221.0,105.0,eosinophil
343,_19_2141.jpeg,61.0,96.0,170.0,202.0,eosinophil
344,_19_2271.jpeg,49.0,113.0,155.0,216.0,eosinophil
345,_19_2600.jpeg,97.0,39.0,180.0,134.0,eosinophil
346,_19_2975.jpeg,124.0,54.0,206.0,132.0,eosinophil
347,_19_3054.jpeg,206.0,95.0,320.0,225.0,eosinophil
348,_19_308.jpeg,121.0,2.0,253.0,125.0,eosinophil
349,_19_3586.jpeg,57.0,9.0,198.0,144.0,eosinophil
350,_19_402.jpeg,13.0,49.0,146.0,194.0,eosinophil
351,_19_4184.jpeg,108.0,64.0,221.0,181.0,eosinophil
352,_19_4343.jpeg,49.0,46.0,186.0,177.0,eosinophil
353,_19_4413.jpeg,198.0,81.0,280.0,160.0,eosinophil
354,_19_4436.jpeg,116.0,76.0,223.0,180.0,eosinophil
355,_19_4900.jpeg,65.0,55.0,186.0,177.0,eosinophil
356,_19_6177.jpeg,23.0,49.0,149.0,189.0,eosinophil
357,_19_6521.jpeg,75.0,0.0,177.0,67.0,eosinophil
358,_19_6837.jpeg,123.0,10.0,214.0,98.0,eosinophil
359,_19_6854.jpeg,195.0,151.0,286.0,231.0,eosinophil
360,_19_6936.jpeg,88.0,107.0,220.0,221.0,eosinophil
361,_19_7718.jpeg,27.0,129.0,108.0,198.0,eosinophil
362,_19_8597.jpeg,46.0,140.0,144.0,219.0,eosinophil
363,_19_8605.jpeg,220.0,0.0,315.0,83.0,eosinophil
364,_19_8986.jpeg,92.0,142.0,200.0,240.0,eosinophil
365,_19_9114.jpeg,105.0,0.0,197.0,79.0,eosinophil
366,_19_9152.jpeg,148.0,100.0,264.0,209.0,eosinophil
367,_19_9443.jpeg,159.0,118.0,241.0,187.0,eosinophil
368,_19_957.jpeg,53.0,84.0,156.0,186.0,eosinophil
369,_19_959.jpeg,146.0,69.0,264.0,181.0,eosinophil
370,_19_9602.jpeg,62.0,21.0,144.0,105.0,eosinophil
371,_19_985.jpeg,107.0,13.0,212.0,113.0,eosinophil
372,_1_1133.jpeg,82.0,111.0,171.0,196.0,eosinophil
373,_1_127.jpeg,117.0,60.0,220.0,162.0,eosinophil
374,_1_1433.jpeg,146.0,125.0,242.0,220.0,eosinophil
375,_1_1785.jpeg,134.0,63.0,217.0,147.0,eosinophil
376,_1_2327.jpeg,151.0,56.0,304.0,201.0,eosinophil
377,_1_2863.jpeg,78.0,20.0,177.0,99.0,eosinophil
378,_1_293.jpeg,78.0,125.0,231.0,240.0,eosinophil
379,_1_3545.jpeg,88.0,13.0,234.0,140.0,eosinophil
380,_1_3931.jpeg,142.0,120.0,242.0,212.0,eosinophil
381,_1_3991.jpeg,136.0,88.0,279.0,240.0,eosinophil
382,_1_464.jpeg,94.0,19.0,226.0,155.0,eosinophil
383,_1_4921.jpeg,143.0,56.0,272.0,151.0,eosinophil
384,_1_5002.jpeg,121.0,45.0,231.0,160.0,eosinophil
385,_1_5800.jpeg,79.0,146.0,183.0,240.0,eosinophil
386,_1_5904.jpeg,137.0,183.0,243.0,240.0,eosinophil
387,_1_5909.jpeg,159.0,0.0,254.0,77.0,eosinophil
388,_1_6440.jpeg,157.0,0.0,256.0,78.0,eosinophil
389,_1_6497.jpeg,110.0,0.0,249.0,111.0,eosinophil
390,_1_7016.jpeg,145.0,94.0,224.0,176.0,eosinophil
391,_1_7313.jpeg,63.0,100.0,191.0,233.0,eosinophil
392,_1_7351.jpeg,116.0,35.0,215.0,135.0,eosinophil
393,_1_7485.jpeg,140.0,60.0,219.0,146.0,eosinophil
394,_1_752.jpeg,145.0,82.0,236.0,160.0,eosinophil
395,_1_8056.jpeg,84.0,26.0,195.0,132.0,eosinophil
396,_1_8139.jpeg,195.0,93.0,290.0,190.0,eosinophil
397,_1_8173.jpeg,0.0,82.0,97.0,216.0,eosinophil
398,_1_8528.jpeg,59.0,107.0,142.0,181.0,eosinophil
399,_1_91.jpeg,62.0,90.0,148.0,165.0,eosinophil
